y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
10.75,4,4.0,4460,103382,2.0,A0,3.0,11.0,0,3470,14.0,-1
3.525,3,1.5,1900,43186,1.5,A0,4.0,7.0,600,2080,44.0,-1
2.82,3,1.0,1370,6450,1.0,A0,3.0,7.0,0,1550,67.0,-1
2.75,3,1.0,1180,7455,1.0,A0,4.0,7.0,0,1450,51.0,-1
1.299,3,2.0,1390,8245,1.0,A0,2.0,7.0,0,1260,31.0,-1
6.875,3,2.25,3330,15258,2.0,A0,3.0,,0,3360,29.0,-1
5.25,2,2.0,1270,5000,1.0,A0,3.0,6.0,0,2190,71.0,-1
1.31,3,1.0,1060,9600,1.0,A0,4.0,6.0,0,1060,53.0,-1
1.7,3,2.25,1350,6775,1.0,A0,3.0,7.0,420,1460,34.0,-1
2.1995,3,1.0,1160,8950,1.0,A0,3.0,7.0,0,1210,47.0,-1
4.62,3,2.5,1400,4800,1.0,A0,3.0,7.0,200,1440,94.0,-1
2.08,3,1.75,1830,7600,2.0,A0,3.0,7.0,340,1300,68.0,-1
5.19866,3,3.0,2780,6000,2.0,A0,3.0,9.0,0,2850,2.0,-1
6.405,3,2.25,2410,9668,1.0,A0,4.0,,870,2510,50.0,-1
8.35,4,2.5,3170,32430,2.5,A0,3.0,10.0,0,3360,26.0,-1
1.85,4,2.5,1960,5238,2.0,A0,3.0,,0,1800,12.0,-1
1.16,2,1.0,700,5000,1.0,A0,5.0,6.0,0,1040,63.0,-1
5.0,3,2.5,2270,9600,2.0,A0,3.0,9.0,0,2580,25.0,-1
2.775,3,1.75,1500,10269,1.0,A0,,7.0,470,2090,57.0,-1
2.28,2,1.5,1000,1075,2.0,A0,,,160,1000,8.0,-1
3.55,3,1.5,1580,5000,1.0,A0,3.0,8.0,290,1570,76.0,-1
2.12653,3,1.0,1050,16050,1.0,A0,4.0,7.0,0,1610,55.0,34
4.1,3,2.5,1650,4218,2.0,A0,,8.0,0,1650,15.0,-1
4.6,3,2.5,2280,2289,2.0,A0,3.0,8.0,400,2280,9.0,-1
5.55,4,2.5,2100,8800,1.0,A0,4.0,7.0,860,2000,55.0,-1
4.2295,4,2.5,1950,3000,2.0,A0,3.0,7.0,400,1540,17.0,-1
18.117,5,3.5,4180,17935,2.0,A0,3.0,11.0,0,2950,11.0,-1
6.873,4,2.5,3880,14550,2.0,A0,3.0,,0,3240,28.0,-1
5.5775,4,2.0,1800,4800,1.5,A0,3.0,7.0,0,1950,97.0,-1
2.52555,3,2.5,2329,5720,2.0,A0,3.0,8.0,0,2197,5.0,-1
6.25,3,2.5,1660,1545,2.0,A0,3.0,9.0,260,1820,13.0,-1
2.15,4,2.5,2423,7292,2.0,A0,3.0,8.0,0,2495,10.0,-1
6.1,4,2.5,2310,5100,2.0,A0,3.0,9.0,0,1260,2.0,-1
2.21,4,2.5,1780,3600,2.0,A0,3.0,7.0,0,2020,9.0,-1
3.84,4,2.0,2360,7080,1.0,A0,5.0,,1180,1340,90.0,-1
2.8,1,0.75,530,33278,1.0,A0,4.0,4.0,0,2830,65.0,-1
6.24,3,2.5,2680,5497,2.0,A0,3.0,9.0,0,2780,14.0,-1
1.1,3,1.5,1200,1848,2.0,A0,3.0,8.0,0,1270,49.0,-1
8.6,2,2.5,1780,2067,2.0,A0,5.0,9.0,0,2320,41.0,-1
5.25,4,2.5,2710,35009,2.0,A0,3.0,9.0,0,2330,23.0,-1
9.23,4,3.25,3770,982998,2.0,A0,3.0,10.0,0,2290,23.0,-1
4.9,3,1.75,1720,2218,1.5,A0,3.0,,450,1130,84.0,12
5.65,2,1.75,1760,4400,1.0,A0,4.0,7.0,880,1330,85.0,-1
5.15,3,2.0,3030,9374,1.0,A0,4.0,7.0,930,1990,56.0,-1
3.75,2,1.0,1120,4590,1.0,A0,3.0,,0,1120,91.0,-1
4.6,2,1.0,1390,5346,1.0,A0,5.0,7.0,430,1450,107.0,-1
3.58,3,1.75,1870,7189,1.0,A0,3.0,7.0,600,1780,56.0,-1
3.998,2,3.25,1400,1243,3.0,A0,3.0,8.0,0,1400,15.0,-1
11.25,4,2.25,2860,10702,2.0,A0,3.0,10.0,0,2890,33.0,-1
5.5,4,2.25,2220,36085,2.0,A0,3.0,9.0,0,3000,26.0,-1
2.75,3,2.75,3070,5280,2.0,A0,3.0,7.0,710,2570,65.0,29
1.46,3,1.0,910,8789,1.0,A0,3.0,,0,1160,49.0,-1
2.98,3,1.0,1290,8974,1.0,A0,5.0,7.0,0,1540,39.0,-1
3.42,3,1.75,1920,9512,1.0,A0,3.0,8.0,480,1820,35.0,-1
4.14,4,2.5,2170,4587,2.0,A0,3.0,7.0,0,2170,9.0,-1
4.7995,3,2.5,2950,10254,2.0,A0,3.0,9.0,0,2800,9.0,-1
6.25,9,3.0,3680,4400,2.0,A0,3.0,7.0,850,1960,107.0,-1
2.025,4,2.25,1660,7184,1.0,A0,3.0,7.0,550,1640,52.0,-1
5.98,3,2.75,2830,3496,2.0,A0,3.0,8.0,0,2160,3.0,-1
4.2495,4,2.5,2798,4473,2.0,A0,3.0,9.0,0,2358,3.0,-1
4.55,3,0.75,920,20412,1.0,A1,5.0,6.0,0,1162,65.0,-1
1.7995,2,1.0,700,8100,1.0,A0,3.0,6.0,0,1230,66.0,-1
2.35,3,1.5,1860,10379,1.0,A0,3.0,7.0,620,2240,52.0,-1
2.42,3,2.0,1760,11410,1.0,A0,5.0,7.0,700,1680,38.0,-1
2.8995,4,2.5,2070,2992,2.0,A0,3.0,8.0,0,1900,13.0,-1
3.6111,3,2.5,1770,1235,3.0,A0,3.0,8.0,170,1680,8.0,-1
0.85,2,1.0,830,4500,1.0,A0,3.0,6.0,0,1092,95.0,-1
3.686,3,2.5,1430,1056,3.0,A0,3.0,8.0,0,1310,12.0,-1
2.55,2,1.0,720,7250,1.0,A0,3.0,5.0,0,1760,72.0,-1
7.65,4,2.5,3450,43216,2.0,A0,3.0,9.0,0,3030,15.0,-1
2.6,4,2.0,2030,103672,1.0,A0,4.0,7.0,0,1560,46.0,-1
2.595,2,1.5,830,1858,2.0,A0,3.0,,0,1480,10.0,-1
3.21,2,1.5,950,865,3.0,A0,,8.0,0,1290,9.0,-1
1.825,3,1.0,1690,13825,1.0,A0,3.0,7.0,480,1190,60.0,-1
7.6,4,3.0,4480,42717,2.0,A0,,9.0,0,3140,28.0,-1
3.12,3,2.25,1445,1606,2.0,A0,3.0,7.0,145,1410,12.0,-1
3.65,2,2.75,1100,1088,2.0,A0,3.0,7.0,350,2090,9.0,-1
13.366,2,2.5,3180,9400,2.0,A0,5.0,10.0,570,3760,30.0,-1
2.9,3,2.5,1484,1761,3.0,A0,3.0,,0,1484,12.0,-1
3.615,2,1.0,1260,5000,1.0,A0,3.0,7.0,220,1510,64.0,-1
1.3,3,2.0,1410,8384,1.0,A0,3.0,7.0,0,1410,30.0,-1
2.3,2,1.0,960,8276,1.0,A0,3.0,5.0,0,1620,76.0,-1
6.75,3,2.5,2790,21043,2.0,A0,3.0,9.0,0,2900,22.0,-1
1.49,3,1.5,1560,7300,1.0,A0,4.0,7.0,520,1460,51.0,-1
2.53,4,2.5,1850,5388,2.0,A0,3.0,8.0,0,2140,6.0,-1
1.0,2,1.0,1020,5130,1.0,A0,4.0,,0,1200,67.0,-1
4.19,3,2.5,2310,4729,2.0,A0,3.0,,0,2440,4.0,-1
4.53,5,1.75,2140,8580,1.0,A0,3.0,,940,1600,53.0,-1
0.445,3,1.0,1170,11000,1.0,A0,2.0,6.0,0,1590,35.0,-1
5.96,4,2.75,1890,1475,2.0,A0,3.0,9.0,690,1650,0.0,-1
12.25,5,1.0,1670,6400,1.5,A0,3.0,8.0,0,1910,96.0,-1
9.75,3,3.0,3490,4500,2.5,A0,3.0,9.0,320,2840,91.0,-1
2.57,3,2.0,1510,7884,1.0,A0,3.0,6.0,0,1050,73.0,1
4.65,5,2.75,3160,10059,2.0,A0,3.0,10.0,1420,3120,37.0,-1
3.0,4,2.0,1240,3000,1.0,A0,3.0,7.0,200,1480,107.0,-1
1.995,3,2.25,1450,4050,2.0,A0,3.0,7.0,0,1660,5.0,-1
5.2,3,1.0,1300,11520,1.0,A0,3.0,6.0,0,1440,57.0,-1
10.2488,5,2.75,3520,6353,2.0,A0,4.0,10.0,0,2520,14.0,-1
4.04,3,1.0,1480,10094,1.0,A0,4.0,7.0,0,1430,59.0,-1
4.2,5,1.75,2760,18112,1.0,A0,3.0,8.0,1250,1720,47.0,-1
1.59,3,1.0,1040,8128,1.0,A0,3.0,6.0,0,1520,32.0,-1
2.294,4,2.75,2140,8100,2.0,A0,4.0,7.0,0,1960,25.0,-1
2.25,3,2.25,1760,5421,2.0,A0,3.0,7.0,0,1570,24.0,-1
4.1,4,3.0,2340,7048,1.0,A0,4.0,8.0,1000,1440,36.0,-1
2.56,2,1.0,1480,6210,1.0,A0,3.0,7.0,400,1290,65.0,-1
1.5,4,1.5,1950,12559,1.5,A0,3.0,,0,1950,76.0,-1
1.525,3,1.0,1150,8848,1.0,A0,3.0,7.0,0,1220,47.0,-1
4.05,3,2.5,1940,10035,2.0,A0,4.0,8.0,0,2810,21.0,-1
1.77,3,2.25,1670,7881,1.0,A0,4.0,,480,1870,38.0,-1
2.8,3,2.5,2110,4038,2.0,A0,,8.0,0,2110,26.0,-1
13.75,3,1.75,2230,13529,1.0,A0,3.0,,0,2230,66.0,-1
2.28,3,2.25,1340,873,3.0,A0,3.0,8.0,0,1340,6.0,-1
6.87,3,1.75,2150,2527,2.0,A0,4.0,8.0,750,1610,109.0,-1
1.2,3,1.75,1570,8459,1.0,A0,3.0,7.0,0,1650,24.0,-1
1.6,3,1.0,1864,6978,1.0,A0,4.0,7.0,0,990,57.0,-1
7.45,4,2.75,3540,13515,2.0,A0,3.0,10.0,0,3540,17.0,-1
3.75,4,1.75,1640,1480,1.0,A0,4.0,7.0,820,1420,103.0,-1
1.975,3,2.0,1540,6250,1.0,A0,3.0,7.0,0,2070,17.0,-1
1.1999,6,2.5,1560,7144,1.0,A0,3.0,6.0,500,1300,102.0,-1
3.0,3,2.5,1440,1102,3.0,A0,3.0,8.0,0,1440,6.0,-1
1.75,3,1.0,1640,26127,2.0,A0,3.0,6.0,0,1620,40.0,-1
4.749,4,3.0,2830,213879,2.0,A0,4.0,8.0,0,2250,28.0,-1
4.25,3,1.0,1150,5100,2.0,A0,3.0,8.0,0,1440,104.0,10
3.409,3,2.5,1670,22703,1.0,A0,3.0,7.0,360,1510,27.0,-1
4.91,3,2.25,1660,10140,1.0,A0,4.0,8.0,290,2100,35.0,-1
11.2,4,3.5,3960,6654,2.0,A0,,10.0,1110,2840,9.0,-1
6.64,3,2.5,2310,7348,1.0,A0,3.0,8.0,0,2310,5.0,-1
7.935,5,2.5,2490,9639,1.0,A0,4.0,8.0,880,2290,56.0,-1
10.25,5,2.25,4320,7620,2.0,A0,3.0,7.0,1440,1880,42.0,1
2.25,3,1.75,1450,7620,1.0,A0,4.0,7.0,400,1380,60.0,-1
4.25,3,2.5,2840,48716,1.0,A0,3.0,9.0,970,2710,21.0,-1
1.54,3,1.0,1590,6240,1.0,A0,3.0,7.0,530,1410,59.0,-1
6.1,3,3.25,2030,11070,2.0,A0,4.0,8.0,0,2450,35.0,-1
1.65,3,1.75,1380,7500,1.0,A0,3.0,7.0,0,1530,27.0,-1
1.4495,3,2.25,1500,7615,1.0,A0,3.0,7.0,350,1540,31.0,-1
5.25,3,3.25,1690,1473,2.0,A0,3.0,8.0,310,1670,7.0,-1
3.57,4,3.25,2820,13059,2.0,A0,4.0,8.0,0,2360,39.0,-1
4.5,4,2.75,3030,6625,2.0,A0,3.0,8.0,0,3030,4.0,-1
2.21,2,1.0,750,4680,1.0,A0,3.0,5.0,0,1450,67.0,-1
11.75,3,2.5,2710,13120,1.0,A0,3.0,10.0,0,3130,56.0,-1
2.23,4,2.5,2420,3825,2.0,A0,,8.0,0,1880,12.0,-1
4.74,3,1.75,2000,6130,1.0,A0,4.0,8.0,880,2140,64.0,-1
6.95,3,2.25,2910,10204,2.0,A0,3.0,9.0,0,2700,25.0,-1
1.5,3,1.5,1240,5506,1.0,A0,4.0,,0,1670,44.0,-1
2.0,5,2.25,1820,10500,1.0,A0,4.0,7.0,740,1820,36.0,-1
1.79,2,1.0,910,6000,1.0,A0,3.0,6.0,0,1460,72.0,-1
5.548,3,2.5,2390,1984,2.0,A0,3.0,8.0,170,2150,7.0,-1
1.43,3,1.0,1020,7874,1.0,A0,3.0,7.0,0,1290,59.0,-1
3.47,4,2.5,2310,6650,2.0,A0,3.0,8.0,0,1800,3.0,-1
1.65,3,1.0,1470,7350,1.0,A0,3.0,7.0,0,1720,46.0,-1
5.3,3,2.0,2060,4040,1.0,A0,,8.0,940,1500,68.0,-1
4.9,3,2.5,1700,7210,2.0,A0,5.0,7.0,0,1700,49.0,-1
10.0,5,4.75,5180,17811,2.0,A0,3.0,11.0,1110,3960,14.0,-1
2.17,4,2.75,2910,7712,1.0,A0,3.0,7.0,1310,2220,17.0,-1
1.45,3,1.75,1230,7200,1.0,A0,3.0,7.0,0,1540,29.0,-1
3.84,3,1.75,1620,7330,1.0,A0,4.0,7.0,530,1380,41.0,-1
1.755,3,2.0,1710,7225,2.0,A0,4.0,7.0,0,1710,27.0,-1
6.22,3,2.25,2420,5304,1.5,A0,5.0,7.0,780,1560,68.0,-1
3.15,3,1.0,1190,85226,1.5,A0,5.0,5.0,0,1360,80.0,-1
5.249,3,1.5,2605,12030,1.0,A0,3.0,8.0,1250,1590,12.0,-1
3.29,3,1.5,2030,8880,1.0,A0,,7.0,700,2140,52.0,-1
7.0438,5,2.5,2590,7084,2.0,A0,3.0,8.0,0,3010,1.0,-1
4.79,3,3.5,3380,108900,2.0,A0,3.0,9.0,680,2250,16.0,-1
2.475,4,2.5,1940,7107,2.0,A0,3.0,7.0,0,1850,15.0,-1
9.13,3,1.75,2190,3800,1.5,A0,4.0,8.0,0,2190,92.0,-1
2.95,4,2.5,2130,4750,2.0,A0,3.0,8.0,0,2130,6.0,-1
1.8,3,1.75,2190,6000,1.5,A0,4.0,7.0,0,1610,95.0,-1
4.205,3,2.5,2010,57934,1.0,A0,3.0,7.0,0,2040,37.0,-1
7.51,4,2.5,3060,7140,2.0,A0,3.0,9.0,0,3240,9.0,-1
3.4995,3,2.5,1650,4777,2.0,A0,3.0,8.0,0,1800,2.0,-1
5.5,2,1.0,1100,4160,1.0,A0,3.0,7.0,0,1900,96.0,-1
2.79,4,2.5,2580,5476,2.0,A0,3.0,8.0,0,2900,10.0,-1
3.7,3,1.75,1850,7056,2.5,A0,4.0,8.0,0,1970,36.0,-1
2.789,3,1.75,1560,5760,1.0,A0,5.0,6.0,780,1320,88.0,-1
0.95,3,1.0,1480,5670,1.0,A0,3.0,6.0,700,760,71.0,-1
2.7495,3,2.5,1420,1162,3.0,A0,3.0,8.0,0,1430,13.0,-1
4.735,3,1.0,1740,4400,1.5,A0,3.0,7.0,0,1720,91.0,-1
5.6,3,1.75,1340,3900,2.0,A0,5.0,,0,1470,115.0,-1
1.08,3,1.5,1280,4366,2.0,A0,4.0,6.0,0,1280,30.0,-1
5.0,2,1.75,2770,19700,2.0,A0,3.0,8.0,990,2360,32.0,-1
5.4,3,2.25,1760,1146,3.0,A0,3.0,9.0,0,1346,1.0,-1
10.45,5,2.75,4400,18500,1.0,A0,5.0,9.0,2150,3290,52.0,-1
9.95,4,2.5,3270,35445,2.0,A0,3.0,11.0,0,4180,26.0,-1
2.15,3,2.5,1610,2937,2.0,A0,3.0,8.0,0,1610,9.0,-1
3.45,3,1.75,1720,8102,1.0,A0,5.0,6.0,860,1440,75.0,-1
3.2299,3,1.0,1180,11862,1.0,A0,4.0,7.0,0,1540,67.0,-1
1.53,0,1.0,390,5900,1.0,A0,2.0,4.0,0,2170,62.0,-1
5.56,5,2.0,2270,2400,2.0,A0,3.0,7.0,0,1320,110.0,-1
3.54,5,2.5,2720,8120,1.0,A0,3.0,7.0,1360,2020,45.0,-1
6.55,4,2.75,3660,150282,2.0,A0,3.0,10.0,0,3090,25.0,-1
7.2,4,2.25,2070,13084,1.0,A0,4.0,8.0,370,2520,48.0,-1
0.4974,3,1.0,1340,15600,1.0,A0,4.0,6.0,0,1320,37.0,-1
5.6285,5,3.25,3340,4900,2.0,A0,3.0,,840,3220,1.0,-1
4.55,3,3.5,2320,3174,2.0,A0,3.0,9.0,260,2320,18.0,-1
3.15,4,3.0,2860,5724,1.0,A0,3.0,,1130,2340,32.0,-1
4.95,3,1.75,1260,3328,1.0,A0,5.0,6.0,560,1380,110.0,-1
2.75,4,2.5,1530,2248,1.5,A0,3.0,,0,1340,101.0,-1
2.35,4,2.5,2310,7384,2.0,A0,3.0,8.0,0,2310,5.0,-1
3.0,2,1.0,980,3915,1.0,A0,4.0,7.0,0,1425,96.0,-1
1.4,4,2.5,1960,11600,1.0,A0,5.0,6.0,980,1160,84.0,-1
1.33,2,1.0,1160,5750,1.0,A0,4.0,6.0,0,1160,91.0,-1
9.42,4,1.75,2600,41041,1.5,A0,4.0,8.0,0,2750,50.0,-1
2.28,4,2.25,2560,8927,1.0,A0,3.0,7.0,770,1920,39.0,-1
3.7,2,2.25,1200,1137,3.0,A0,3.0,7.0,0,1280,8.0,-1
3.92,3,1.0,1220,8040,1.5,A0,3.0,7.0,0,1360,50.0,-1
5.7995,4,2.5,2790,45902,2.0,A0,3.0,9.0,0,2890,28.0,-1
1.35,4,2.0,1520,6174,1.5,A0,5.0,6.0,0,1390,95.0,-1
6.7495,3,2.5,2770,10773,2.0,A0,3.0,,0,2530,23.0,-1
3.175,2,1.0,1050,4125,1.0,A0,,,0,1650,106.0,-1
4.5495,3,2.25,1240,1250,3.0,A0,3.0,,0,1470,1.0,-1
3.47,4,2.5,2930,5973,2.0,A0,3.0,10.0,0,3038,7.0,-1
5.2,4,1.75,2510,8989,1.0,A0,4.0,8.0,830,2510,51.0,-1
1.14,2,2.0,1700,3171,1.0,A0,5.0,,850,1380,88.0,-1
3.4,3,1.75,1070,8000,1.0,A0,3.0,7.0,0,1200,38.0,-1
2.639,4,2.5,1830,5612,2.0,A0,3.0,7.0,0,1830,12.0,-1
5.55,4,3.0,3640,5096,2.0,A0,3.0,8.0,900,1910,5.0,-1
1.4,3,1.5,1240,9405,1.0,A0,4.0,,0,2260,49.0,-1
4.75,3,2.5,2250,7752,2.0,A0,4.0,8.0,0,2080,27.0,-1
21.25,4,3.75,3790,7200,2.0,A0,3.0,10.0,1260,3250,84.0,-1
2.09,3,1.0,1080,8214,1.0,A0,3.0,7.0,0,1850,71.0,-1
2.96,3,1.5,1420,4500,1.0,A0,3.0,7.0,0,1540,56.0,-1
2.2495,3,1.0,910,8000,1.0,A0,4.0,6.0,170,2090,65.0,-1
2.95,4,2.0,1640,7200,1.0,A0,3.0,7.0,0,1500,52.0,-1
2.6,4,2.5,2210,7214,2.0,A0,3.0,8.0,0,2270,12.0,-1
3.67,2,1.0,1410,5000,1.0,A0,4.0,7.0,470,1450,97.0,-1
1.77,3,1.0,1530,9465,1.0,A0,4.0,7.0,0,1530,55.0,-1
2.0,3,1.75,1580,8775,1.0,A0,3.0,6.0,360,1180,73.0,-1
2.7495,2,1.0,1050,6317,1.5,A0,4.0,7.0,0,1600,102.0,-1
2.75,4,2.5,2140,7095,2.0,A0,3.0,8.0,0,1600,23.0,-1
6.0,3,1.5,1460,6480,1.0,A0,4.0,7.0,480,2180,75.0,-1
5.05,2,1.0,1040,3200,1.0,A0,3.0,7.0,0,1890,89.0,-1
9.1,5,3.5,3890,13261,2.0,A0,3.0,,1020,3080,31.0,-1
6.24,5,2.5,3340,24755,2.0,A0,3.0,10.0,0,3420,13.0,-1
8.35,3,3.5,3020,4082,2.0,A0,,9.0,940,2060,61.0,11
1.91,3,1.5,1120,8250,1.0,A0,4.0,7.0,0,1320,58.0,-1
5.75,3,1.75,1970,54450,1.0,A0,3.0,8.0,400,2460,35.0,-1
6.54,3,3.25,2250,60548,1.0,A0,3.0,,0,2760,10.0,-1
1.7,4,1.75,2020,8800,1.0,A0,4.0,8.0,0,2320,46.0,-1
1.9995,3,2.0,1410,7265,1.0,A0,4.0,,0,1390,32.0,-1
3.7,5,3.0,2420,11250,2.0,A0,,,0,1510,2.0,-1
1.175,1,1.0,470,63737,1.0,A0,5.0,5.0,0,1350,91.0,-1
2.4,4,2.25,1880,9163,2.0,A0,3.0,,0,1900,34.0,-1
6.64,5,4.0,4660,9900,2.0,A0,4.0,,2060,3380,36.0,-1
10.81,4,3.5,4270,12305,2.0,A0,3.0,10.0,0,4190,21.0,-1
5.0,4,2.25,2070,1230,3.0,A0,3.0,9.0,570,1569,2.0,-1
1.55,2,2.0,1300,3608,1.0,A0,3.0,7.0,0,1510,11.0,-1
5.25,3,3.0,3530,8345,2.0,A0,3.0,10.0,0,1940,9.0,-1
5.31,3,2.0,1980,7680,1.5,A0,4.0,6.0,910,1330,104.0,-1
4.0,3,1.75,1550,4054,1.5,A0,4.0,7.0,0,1510,89.0,-1
4.75,4,1.75,2410,8447,2.0,A0,4.0,8.0,350,2520,79.0,35
0.65,3,1.0,1240,8000,1.0,A0,4.0,6.0,200,1240,61.0,-1
1.64,3,1.0,1040,6860,2.0,A0,3.0,6.0,0,1030,73.0,-1
7.175,4,2.5,4290,175421,2.0,A0,3.0,10.0,0,3370,11.0,-1
4.31,5,3.0,2430,8000,1.0,A0,4.0,7.0,1060,1770,58.0,-1
4.6,4,2.5,2880,23994,2.0,A0,3.0,9.0,0,2470,13.0,-1
2.395,3,2.0,2050,13303,1.0,A0,3.0,,0,2180,22.0,-1
3.55,5,2.5,3860,42733,1.0,A0,4.0,8.0,1560,2520,60.0,-1
1.71,3,1.75,1390,7399,1.0,A0,4.0,7.0,0,1460,40.0,-1
2.95,4,2.5,2570,7753,2.0,A0,3.0,8.0,0,2140,28.0,-1
18.15,4,4.25,4285,9345,2.0,A0,3.0,10.0,0,1570,2.0,-1
6.06716,4,2.5,3150,7277,2.0,A0,3.0,9.0,0,3030,9.0,-1
7.35,4,3.25,4140,46173,2.0,A0,3.0,,0,2060,8.0,-1
6.12,4,3.25,4400,186846,2.0,A0,4.0,9.0,0,2280,22.0,-1
5.575,4,1.5,2720,37258,2.0,A0,3.0,10.0,0,3270,21.0,-1
1.81,3,2.5,1570,5113,1.0,A0,3.0,7.0,480,1570,19.0,-1
3.58,3,2.75,2000,7200,1.0,A0,3.0,7.0,1000,1440,61.0,1
1.12,2,1.0,860,5400,1.0,A0,4.0,5.0,0,960,62.0,-1
3.36,4,2.75,2500,5257,2.0,A0,3.0,8.0,0,1660,49.0,-1
2.83,2,2.5,1278,987,2.0,A0,3.0,7.0,276,1220,8.0,-1
5.65,2,1.0,1070,5000,1.0,A0,3.0,7.0,0,1710,91.0,-1
2.035,4,2.5,1940,6206,2.0,A0,3.0,,0,2060,25.0,-1
3.849,3,1.75,2580,11000,1.0,A0,4.0,7.0,1290,2280,64.0,-1
2.6678,4,2.75,2260,4440,2.0,A0,3.0,7.0,0,2260,1.0,-1
6.1,4,2.0,2290,6000,1.5,A0,5.0,7.0,0,2000,115.0,-1
26.25,4,4.0,7850,89651,2.0,A0,3.0,12.0,0,6210,9.0,-1
1.8495,4,1.75,1400,7920,1.0,A0,3.0,7.0,0,1910,52.0,-1
3.745,4,3.0,2580,7299,2.0,A0,3.0,8.0,0,2250,17.0,-1
3.65,3,1.0,1040,4000,1.0,A0,3.0,,0,1170,65.0,-1
4.94995,4,2.5,2650,6875,2.0,A0,3.0,8.0,0,2650,1.0,-1
6.57,3,2.5,2330,1987,2.0,A0,3.0,9.0,920,2640,11.0,-1
3.55,6,3.0,2630,8800,1.0,A0,3.0,7.0,1020,1220,56.0,-1
9.75,3,1.75,2650,5512,2.0,A0,3.0,9.0,400,1440,31.0,-1
7.33,3,1.75,2590,32380,1.0,A0,3.0,8.0,0,2340,64.0,21
5.95,3,1.75,1730,3400,1.0,A0,5.0,7.0,760,1640,87.0,-1
2.41,2,2.0,860,3000,1.0,A0,3.0,6.0,0,1290,109.0,-1
1.825,3,1.5,1210,12500,1.0,A0,3.0,7.0,0,1210,53.0,-1
1.75,3,2.25,1620,10850,1.0,A0,3.0,7.0,0,1910,49.0,-1
3.955,5,2.5,2500,9248,1.0,A0,3.0,8.0,1200,2090,49.0,-1
1.76,3,1.75,1350,10125,1.0,A0,3.0,8.0,0,1520,48.0,-1
5.8,3,1.75,1800,5102,1.0,A0,3.0,7.0,630,1720,63.0,-1
7.135,4,2.25,2510,133729,2.0,A0,4.0,8.0,0,2510,38.0,-1
5.24,3,2.75,1960,2500,1.5,A0,5.0,7.0,550,2040,89.0,-1
1.64,4,2.0,1980,10585,1.5,A0,2.0,6.0,0,1360,91.0,-1
2.75,5,1.75,1380,7620,1.0,A0,3.0,,200,1990,60.0,-1
6.715,4,2.5,3460,9699,2.0,A0,3.0,10.0,0,3140,28.0,-1
2.74,3,1.0,1010,8184,1.0,A0,4.0,6.0,0,1010,68.0,-1
3.62,2,1.75,1440,4225,1.0,A0,3.0,,0,1680,10.0,-1
4.79,2,2.0,1870,5580,1.0,A0,3.0,8.0,0,1670,11.0,-1
8.0,5,4.25,4720,18741,2.0,A0,3.0,11.0,1510,3880,10.0,-1
1.4495,2,1.0,940,8997,1.0,A0,5.0,7.0,0,1110,60.0,-1
6.3038,3,2.5,2490,4343,2.0,A0,3.0,9.0,0,2130,12.0,-1
2.7,3,1.75,1090,7200,1.0,A0,3.0,7.0,0,1240,47.0,-1
2.2,2,1.0,750,4500,1.0,A0,3.0,,0,1540,70.0,-1
2.08,4,1.5,1480,47045,1.0,A0,5.0,6.0,0,1530,73.0,-1
6.0,4,3.5,2140,2278,3.0,A0,3.0,9.0,0,1540,10.0,-1
0.95,2,1.0,1240,9900,1.0,A0,3.0,7.0,300,1050,65.0,-1
6.15,3,3.25,1540,1428,3.0,A0,3.0,9.0,0,1660,2.0,-1
2.65,3,1.0,1710,10190,1.0,A0,3.0,6.0,400,1200,66.0,-1
1.585,3,1.5,1580,10517,1.0,A0,4.0,,0,1400,58.0,-1
4.2495,3,2.5,2580,23925,2.0,A0,3.0,,0,1660,14.0,-1
3.75,3,1.0,1290,5440,1.0,A0,4.0,,500,1220,86.0,-1
1.5,3,1.0,1020,8437,1.0,A0,5.0,6.0,0,1420,28.0,-1
4.0,5,2.75,3080,6600,2.0,A0,3.0,9.0,0,3080,13.0,-1
3.949,4,2.5,2990,8913,2.0,A0,4.0,,0,2740,24.0,-1
2.1705,5,3.0,2840,7199,1.0,A0,3.0,,1130,2210,12.0,-1
1.47,3,1.0,1220,7695,1.0,A0,3.0,7.0,0,1210,61.0,-1
5.4325,4,3.25,2520,3360,1.5,A0,4.0,8.0,970,1730,84.0,-1
1.6,4,2.0,1540,9279,1.0,A0,3.0,7.0,0,1540,60.0,-1
2.35,1,1.0,920,8282,1.5,A0,3.0,6.0,0,2260,71.0,35
5.55,4,2.5,2190,9880,1.0,A0,4.0,8.0,780,2190,36.0,-1
2.81,4,2.0,2020,48693,1.5,A0,3.0,7.0,0,1610,66.0,-1
1.25,4,1.0,1070,7467,1.5,A0,3.0,7.0,0,1160,71.0,-1
2.2295,3,2.0,1240,10800,1.0,A0,3.0,7.0,0,1480,48.0,5
3.825,3,1.0,960,4600,1.5,A0,4.0,6.0,0,1380,88.0,-1
2.85,4,2.5,2640,7388,2.0,A0,3.0,7.0,0,2640,12.0,-1
2.91,3,1.75,1520,8625,1.0,A0,3.0,,0,2080,39.0,-1
1.82,4,1.5,1400,8500,2.0,A0,,7.0,0,1580,40.0,-1
2.84,3,1.5,1550,4980,1.0,A0,3.0,7.0,470,940,37.0,-1
